Year,Category,Nominee,Movie,Winner
1965 (38th),Actor -- Leading Role,Richard Burton,The Spy Who Came In from the Cold {'Alec Leamas'},NO
1965 (38th),Actor -- Leading Role,Laurence Olivier,Othello {'Othello'},NO
1965 (38th),Actor -- Leading Role,Rod Steiger,The Pawnbroker {'Sol Nazerman'},NO
1965 (38th),Actor -- Leading Role,Oskar Werner,Ship of Fools {'Dr. Schumann'},NO
1964 (37th),Actor -- Leading Role,Richard Burton,Becket {'Thomas Becket'},NO
1964 (37th),Actor -- Leading Role,Peter O'Toole,Becket {'King Henry II'},NO
1964 (37th),Actor -- Leading Role,Anthony Quinn,Zorba the Greek {'Alexis Zorba'},NO
1964 (37th),Actor -- Leading Role,Peter Sellers,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb {'Group Captain Lionel Mandrake/President Muffley/Dr. Strangelove'},NO
1963 (36th),Actor -- Leading Role,Albert Finney,Tom Jones {'Tom Jones'},NO
1963 (36th),Actor -- Leading Role,Richard Harris,This Sporting Life {'Frank Machin'},NO
1963 (36th),Actor -- Leading Role,Rex Harrison,Cleopatra {'Julius Caesar'},NO
1963 (36th),Actor -- Leading Role,Paul Newman,Hud {'Hud Bannon'},NO
1962 (35th),Actor -- Leading Role,Burt Lancaster,Birdman of Alcatraz {'Robert Stroud'},NO
1962 (35th),Actor -- Leading Role,Jack Lemmon,Days of Wine and Roses {'Joe Clay'},NO
1962 (35th),Actor -- Leading Role,Marcello Mastroianni,Divorce--Italian Style {'Ferdinando Cefalu'},NO
1962 (35th),Actor -- Leading Role,Peter O'Toole,Lawrence of Arabia {'T.E. Lawrence'},NO
1961 (34th),Actor -- Leading Role,Charles Boyer,Fanny {'César'},NO
1961 (34th),Actor -- Leading Role,Paul Newman,The Hustler {'Eddie Felson'},NO
1961 (34th),Actor -- Leading Role,Spencer Tracy,Judgment at Nuremberg {'Judge Dan Haywood'},NO
1961 (34th),Actor -- Leading Role,Stuart Whitman,The Mark {'Jim Fuller'},NO
1960 (33rd),Actor -- Leading Role,Trevor Howard,Sons and Lovers {'Morel'},NO
1960 (33rd),Actor -- Leading Role,Jack Lemmon,The Apartment {'C.C. 'Bud' Baxter'},NO
1960 (33rd),Actor -- Leading Role,Laurence Olivier,The Entertainer {'Archie Rice'},NO
1960 (33rd),Actor -- Leading Role,Spencer Tracy,Inherit the Wind {'Henry Drummond'},NO
1959 (32nd),Actor -- Leading Role,Laurence Harvey,Room at the Top {'Joe Lampton'},NO
1959 (32nd),Actor -- Leading Role,Jack Lemmon,Some Like It Hot {'Jerry/Daphne'},NO
1959 (32nd),Actor -- Leading Role,Paul Muni,The Last Angry Man {'Dr. Sam Abelman'},NO
1959 (32nd),Actor -- Leading Role,James Stewart,Anatomy of a Murder {'Paul Biegler'},NO
1958 (31st),Actor -- Leading Role,Tony Curtis,The Defiant Ones {'John 'Joker' Jackson'},NO
1958 (31st),Actor -- Leading Role,Paul Newman,Cat on a Hot Tin Roof {'Brick Pollitt'},NO
1958 (31st),Actor -- Leading Role,Sidney Poitier,The Defiant Ones {'Noah Cullen'},NO
1958 (31st),Actor -- Leading Role,Spencer Tracy,The Old Man and the Sea {'The Old Man'},NO
1957 (30th),Actor -- Leading Role,Marlon Brando,Sayonara {'Major Lloyd Gruver'},NO
1957 (30th),Actor -- Leading Role,Anthony Franciosa,A Hatful of Rain {'Polo'},NO
1957 (30th),Actor -- Leading Role,Charles Laughton,Witness for the Prosecution {'Sir Wilfrid Robarts'},NO
1957 (30th),Actor -- Leading Role,Anthony Quinn,Wild Is the Wind {'Gino'},NO
1956 (29th),Actor -- Leading Role,James Dean,Giant {'Jett Rink'},NO
1956 (29th),Actor -- Leading Role,Kirk Douglas,Lust for Life {'Vincent Van Gogh'},NO
1956 (29th),Actor -- Leading Role,Rock Hudson,Giant {'Bick Benedict'},NO
1956 (29th),Actor -- Leading Role,Sir Laurence Olivier,Richard III {'Richard III'},NO
1955 (28th),Actor -- Leading Role,James Cagney,Love Me or Leave Me {'Martin Snyder'},NO
1955 (28th),Actor -- Leading Role,James Dean,East of Eden {'Cal Trask'},NO
1955 (28th),Actor -- Leading Role,Frank Sinatra,The Man with the Golden Arm {'Frankie'},NO
1955 (28th),Actor -- Leading Role,Spencer Tracy,Bad Day at Black Rock {'John J. Macreedy'},NO
1954 (27th),Actor -- Leading Role,Humphrey Bogart,The Caine Mutiny {'Captain Queeg'},NO
1954 (27th),Actor -- Leading Role,Bing Crosby,The Country Girl {'Frank Elgin'},NO
1954 (27th),Actor -- Leading Role,James Mason,A Star Is Born {'Norman Maine/Alfred Hinkel'},NO
1954 (27th),Actor -- Leading Role,Dan O'Herlihy,Adventures of Robinson Crusoe {'Robinson Crusoe'},NO
1953 (26th),Actor -- Leading Role,Marlon Brando,Julius Caesar {'Marc Antony'},NO
1953 (26th),Actor -- Leading Role,Richard Burton,The Robe {'Marcellus Gallio'},NO
1953 (26th),Actor -- Leading Role,Montgomery Clift,From Here to Eternity {'Robert E. Lee Prewitt'},NO
1953 (26th),Actor -- Leading Role,Burt Lancaster,From Here to Eternity {'Sgt. Milton Warden'},NO
1952 (25th),Actor -- Leading Role,Marlon Brando,Viva Zapata! {'Emiliano Zapata'},NO
1952 (25th),Actor -- Leading Role,Kirk Douglas,The Bad and the Beautiful {'Jonathan Shields'},NO
1952 (25th),Actor -- Leading Role,José Ferrer,Moulin Rouge {'Toulouse-Lautrec'},NO
1952 (25th),Actor -- Leading Role,Alec Guinness,The Lavender Hill Mob {'Holland'},NO
1951 (24th),Actor -- Leading Role,Marlon Brando,A Streetcar Named Desire {'Stanley Kowalski'},NO
1951 (24th),Actor -- Leading Role,Montgomery Clift,A Place in the Sun {'George Eastman'},NO
1951 (24th),Actor -- Leading Role,Arthur Kennedy,Bright Victory {'Larry Levins'},NO
1951 (24th),Actor -- Leading Role,Fredric March,Death of a Salesman {'Willy Loman'},NO
1950 (23rd),Actor -- Leading Role,Louis Calhern,The Magnificent Yankee {'Oliver Wendell Holmes'},NO
1950 (23rd),Actor -- Leading Role,William Holden,Sunset Blvd. {'Joe Gillis'},NO
1950 (23rd),Actor -- Leading Role,James Stewart,Harvey {'Elwood P. Dowd'},NO
1950 (23rd),Actor -- Leading Role,Spencer Tracy,Father of the Bride {'Stanley T. Banks'},NO
1949 (22nd),Actor -- Leading Role,Kirk Douglas,Champion {'Midge Kelly'},NO
1949 (22nd),Actor -- Leading Role,Gregory Peck,Twelve O'Clock High {'General Savage'},NO
1949 (22nd),Actor -- Leading Role,Richard Todd,The Hasty Heart {'Lachie'},NO
1949 (22nd),Actor -- Leading Role,John Wayne,Sands of Iwo Jima {'Sergeant John M. Stryker'},NO
1948 (21st),Actor -- Leading Role,Lew Ayres,Johnny Belinda {'Dr. Robert Richardson'},NO
1948 (21st),Actor -- Leading Role,Montgomery Clift,The Search {'Ralph Stevenson'},NO
1948 (21st),Actor -- Leading Role,Dan Dailey,When My Baby Smiles at Me {'Skid'},NO
1948 (21st),Actor -- Leading Role,Clifton Webb,Sitting Pretty {'Lynn Belvedere'},NO
1947 (20th),Actor -- Leading Role,John Garfield,Body and Soul {'Charlie Davis'},NO
1947 (20th),Actor -- Leading Role,Gregory Peck,Gentleman's Agreement {'Phil Green'},NO
1947 (20th),Actor -- Leading Role,William Powell,Life with Father {'Clarence Day'},NO
1947 (20th),Actor -- Leading Role,Michael Redgrave,Mourning Becomes Electra {'Orin Mannon'},NO
1946 (19th),Actor -- Leading Role,Laurence Olivier,Henry V {'Henry V'},NO
1946 (19th),Actor -- Leading Role,Larry Parks,The Jolson Story {'Al Jolson'},NO
1946 (19th),Actor -- Leading Role,Gregory Peck,The Yearling {'Pa Baxter'},NO
1946 (19th),Actor -- Leading Role,James Stewart,It's a Wonderful Life {'George Bailey'},NO
1945 (18th),Actor -- Leading Role,Bing Crosby,The Bells of St. Mary's {'Father O'Malley'},NO
1945 (18th),Actor -- Leading Role,Gene Kelly,Anchors Aweigh {'Joseph Brady'},NO
1945 (18th),Actor -- Leading Role,Gregory Peck,The Keys of the Kingdom {'Father Francis Chisholm'},NO
1945 (18th),Actor -- Leading Role,Cornel Wilde,A Song to Remember {'Frederick Chopin'},NO
1944 (17th),Actor -- Leading Role,Charles Boyer,Gaslight {'Gregory Anton'},NO
1944 (17th),Actor -- Leading Role,Barry Fitzgerald,Going My Way {'Father Fitzgibbon'},NO
1944 (17th),Actor -- Leading Role,Cary Grant,None but the Lonely Heart {'Ernie Mott'},NO
1944 (17th),Actor -- Leading Role,Alexander Knox,Wilson {'Woodrow Wilson'},NO
1943 (16th),Actor -- Leading Role,Humphrey Bogart,Casablanca {'Rick Blane'},NO
1943 (16th),Actor -- Leading Role,Gary Cooper,For Whom the Bell Tolls {'Robert Jordan'},NO
1943 (16th),Actor -- Leading Role,Walter Pidgeon,Madame Curie {'Pierre Curie'},NO
1943 (16th),Actor -- Leading Role,Mickey Rooney,The Human Comedy {'Homer Macauley'},NO
1942 (15th),Actor -- Leading Role,Ronald Colman,Random Harvest {'Charles Ranier'},NO
1942 (15th),Actor -- Leading Role,Gary Cooper,The Pride of the Yankees {'Lou Gehrig'},NO
1942 (15th),Actor -- Leading Role,Walter Pidgeon,Mrs. Miniver {'Clem Miniver'},NO
1942 (15th),Actor -- Leading Role,Monty Woolley,The Pied Piper {'Howard'},NO
1941 (14th),Actor -- Leading Role,Cary Grant,Penny Serenade {'Roger Adams'},NO
1941 (14th),Actor -- Leading Role,Walter Huston,All That Money Can Buy {'Mr. Scratch'},NO
1941 (14th),Actor -- Leading Role,Robert Montgomery,Here Comes Mr. Jordan {'Joe Pendleton'},NO
1941 (14th),Actor -- Leading Role,Orson Welles,Citizen Kane {'Charles Foster Kane'},NO
1940 (13th),Actor -- Leading Role,Charles Chaplin,"The Great Dictator {'Hynkel, Dictator of Tomania'}",NO
1940 (13th),Actor -- Leading Role,Henry Fonda,The Grapes of Wrath {'Tom Joad'},NO
1940 (13th),Actor -- Leading Role,Raymond Massey,Abe Lincoln in Illinois {'Abraham Lincoln'},NO
1940 (13th),Actor -- Leading Role,Laurence Olivier,Rebecca {'Maxim de Winter'},NO
1939 (12th),Actor -- Leading Role,Clark Gable,Gone with the Wind {'Rhett Butler'},NO
1939 (12th),Actor -- Leading Role,Laurence Olivier,Wuthering Heights {'Heathcliff'},NO
1939 (12th),Actor -- Leading Role,Mickey Rooney,Babes in Arms {'Mickey Moran'},NO
1939 (12th),Actor -- Leading Role,James Stewart,Mr. Smith Goes to Washington {'Jefferson Smith'},NO
1938 (11th),Actor -- Leading Role,Charles Boyer,Algiers {'Pepe Le Moko'},NO
1938 (11th),Actor -- Leading Role,James Cagney,Angels with Dirty Faces {'Rocky Sullivan'},NO
1938 (11th),Actor -- Leading Role,Robert Donat,The Citadel {'Andrew Mason'},NO
1938 (11th),Actor -- Leading Role,Leslie Howard,Pygmalion {'Professor Henry Higgins'},NO
1937 (10th),Actor -- Leading Role,Charles Boyer,Conquest {'Napoleon Bonaparte'},NO
1937 (10th),Actor -- Leading Role,Fredric March,A Star Is Born {'Norman Maine (Alfred Hinkel)'},NO
1937 (10th),Actor -- Leading Role,Robert Montgomery,Night Must Fall {'Danny'},NO
1937 (10th),Actor -- Leading Role,Paul Muni,The Life of Emile Zola {'Emile Zola'},NO
1936 (9th),Actor -- Leading Role,Gary Cooper,Mr. Deeds Goes to Town {'Longfellow Deeds'},NO
1936 (9th),Actor -- Leading Role,Walter Huston,Dodsworth {'Sam Dodsworth'},NO
1936 (9th),Actor -- Leading Role,William Powell,My Man Godfrey {'Godfrey Parks'},NO
1936 (9th),Actor -- Leading Role,Spencer Tracy,San Francisco {'Father Tim Mullen'},NO
1935 (8th),Actor -- Leading Role,Clark Gable,Mutiny on the Bounty {'Fletcher Christian'},NO
1935 (8th),Actor -- Leading Role,Charles Laughton,Mutiny on the Bounty {'Captain Bligh'} [came in 3rd],NO
1935 (8th),Actor -- Leading Role,Paul Muni,Black Fury {'Joe Radek'} [came in 2nd],NO
1935 (8th),Actor -- Leading Role,Franchot Tone,Mutiny on the Bounty {'Roger Byam'},NO
1934 (7th),Actor -- Leading Role,Frank Morgan,"The Affairs of Cellini {'Allesandro, Duke of Florence'} [came in 2nd]",NO
1934 (7th),Actor -- Leading Role,William Powell,The Thin Man {'Nick Charles'} [came in 3rd],NO
1932/33 (6th),Actor -- Leading Role,Leslie Howard,Berkeley Square {'Peter Standish'} [came in 3rd],NO
1932/33 (6th),Actor -- Leading Role,Paul Muni,I Am a Fugitive from a Chain Gang {'James Allen'} [came in 2nd],NO
1931/32 (5th),Actor -- Leading Role,Alfred Lunt,The Guardsman {'The Actor'},NO
1930/31 (4th),Actor -- Leading Role,Jackie Cooper,Skippy {'Skippy Skinner'},NO
1930/31 (4th),Actor -- Leading Role,Richard Dix,Cimarron {'Yancey Cravat'},NO
1930/31 (4th),Actor -- Leading Role,Fredric March,The Royal Family of Broadway {'Tony Cavendish'},NO
1930/31 (4th),Actor -- Leading Role,Adolphe Menjou,The Front Page {'Walter Burns'},NO
1929/30 (3rd),Actor -- Leading Role,George Arliss,"The Green Goddess {'Oxonian, the Rajah of Rukh'}",NO
1929/30 (3rd),Actor -- Leading Role,Wallace Beery,The Big House {''Machine Gun' Butch Schmidt'},NO
1929/30 (3rd),Actor -- Leading Role,Maurice Chevalier,The Big Pond {'Pierre Mirande'}; and The Love Parade {'Count Alfred Renard'},NO
1929/30 (3rd),Actor -- Leading Role,Ronald Colman,Bulldog Drummond {'Hugh 'Bulldog' Drummond'}; and Condemned {'Michel'},NO
1929/30 (3rd),Actor -- Leading Role,Lawrence Tibbett,The Rogue Song {'Yegor'},NO
1928/29 (2nd),Actor -- Leading Role,George Bancroft,Thunderbolt {'Thunderbolt Jim Lang'},NO
1928/29 (2nd),Actor -- Leading Role,Chester Morris,"Alibi {'No. 1065, Chick Williams'}",NO
1928/29 (2nd),Actor -- Leading Role,Paul Muni,The Valiant {'James Dyke'},NO
1928/29 (2nd),Actor -- Leading Role,Lewis Stone,The Patriot {'Count Pahlen'},NO
1927/28 (1st),Actor -- Leading Role,Richard Barthelmess,The Noose {'Nickie Elkins'}; and The Patent Leather Kid {'The Patent Leather Kid'},NO
