,Year,Category,Nominee,Movie,Winner
2762,1989 (62nd),Actress -- Supporting Role,Lena Olin,"Enemies, A Love Story {'Masha'}",NO
2763,1989 (62nd),Actress -- Supporting Role,Julia Roberts,Steel Magnolias {'Shelby Eatenton'},NO
2764,1989 (62nd),Actress -- Supporting Role,Dianne Wiest,Parenthood {'Helen'},NO
2874,1988 (61st),Actress -- Supporting Role,Joan Cusack,Working Girl {'Cyn'},NO
2876,1988 (61st),Actress -- Supporting Role,Frances McDormand,Mississippi Burning {'Mrs. Pell'},NO
2877,1988 (61st),Actress -- Supporting Role,Michelle Pfeiffer,Dangerous Liaisons {'Madame de Tourvel'},NO
2878,1988 (61st),Actress -- Supporting Role,Sigourney Weaver,Working Girl {'Katharine Parker'},NO
2998,1987 (60th),Actress -- Supporting Role,Norma Aleandro,Gaby - A True Story {'Florencia'},NO
2999,1987 (60th),Actress -- Supporting Role,Anne Archer,Fatal Attraction {'Beth Gallagher'},NO
3001,1987 (60th),Actress -- Supporting Role,Anne Ramsey,Throw Momma from the Train {'Momma'},NO
3002,1987 (60th),Actress -- Supporting Role,Ann Sothern,The Whales of August {'Tisha Doughty'},NO
3117,1986 (59th),Actress -- Supporting Role,Tess Harper,Crimes of the Heart {'Chick Boyle'},NO
3118,1986 (59th),Actress -- Supporting Role,Piper Laurie,Children of a Lesser God {'Mrs. Norman'},NO
3119,1986 (59th),Actress -- Supporting Role,Mary Elizabeth Mastrantonio,The Color of Money {'Carmen'},NO
3120,1986 (59th),Actress -- Supporting Role,Maggie Smith,A Room with a View {'Charlotte Bartlett'},NO
3240,1985 (58th),Actress -- Supporting Role,Margaret Avery,The Color Purple {'Shug Avery'},NO
3242,1985 (58th),Actress -- Supporting Role,Amy Madigan,Twice in a Lifetime {'Sunny Sobel'},NO
3243,1985 (58th),Actress -- Supporting Role,Meg Tilly,Agnes of God {'Sister Agnes'},NO
3244,1985 (58th),Actress -- Supporting Role,Oprah Winfrey,The Color Purple {'Sofia'},NO
3357,1984 (57th),Actress -- Supporting Role,Glenn Close,The Natural {'Iris'},NO
3358,1984 (57th),Actress -- Supporting Role,Lindsay Crouse,Places in the Heart {'Margaret Lomax'},NO
3359,1984 (57th),Actress -- Supporting Role,Christine Lahti,Swing Shift {'Hazel Zanussi'},NO
3360,1984 (57th),Actress -- Supporting Role,Geraldine Page,The Pope of Greenwich Village {'Mrs. Ritter'},NO
3477,1983 (56th),Actress -- Supporting Role,Cher,Silkwood {'Dolly Pelliker'},NO
3478,1983 (56th),Actress -- Supporting Role,Glenn Close,The Big Chill {'Sarah'},NO
3480,1983 (56th),Actress -- Supporting Role,Amy Irving,Yentl {'Hadaas'},NO
3481,1983 (56th),Actress -- Supporting Role,Alfre Woodard,Cross Creek {'Geechee'},NO
3593,1982 (55th),Actress -- Supporting Role,Glenn Close,The World According to Garp {'Jenny Fields'},NO
3594,1982 (55th),Actress -- Supporting Role,Teri Garr,Tootsie {'Sandy Lester'},NO
3596,1982 (55th),Actress -- Supporting Role,Kim Stanley,Frances {'Lillian Farmer'},NO
3597,1982 (55th),Actress -- Supporting Role,Lesley Ann Warren,Victor/Victoria {'Norma'},NO
3716,1981 (54th),Actress -- Supporting Role,Melinda Dillon,Absence of Malice {'Teresa'},NO
3717,1981 (54th),Actress -- Supporting Role,Jane Fonda,On Golden Pond {'Chelsea Thayer Wayne'},NO
3718,1981 (54th),Actress -- Supporting Role,Joan Hackett,Only When I Laugh {'Toby Landau'},NO
3719,1981 (54th),Actress -- Supporting Role,Elizabeth McGovern,Ragtime {'Evelyn Nesbit'},NO
3836,1980 (53rd),Actress -- Supporting Role,Eileen Brennan,Private Benjamin {'Captain Doreen Lewis'},NO
3837,1980 (53rd),Actress -- Supporting Role,Eva Le Gallienne,Resurrection {'Grandma Pearl'},NO
3838,1980 (53rd),Actress -- Supporting Role,Cathy Moriarty,Raging Bull {'Vicki LaMotta'},NO
3839,1980 (53rd),Actress -- Supporting Role,Diana Scarwid,Inside Moves {'Louise'},NO
3949,1979 (52nd),Actress -- Supporting Role,Jane Alexander,Kramer vs. Kramer {'Margaret Phelps'},NO
3950,1979 (52nd),Actress -- Supporting Role,Barbara Barrie,Breaking Away {'Mrs. Stohler'},NO
3951,1979 (52nd),Actress -- Supporting Role,Candice Bergen,Starting Over {'Jessica Potter'},NO
3952,1979 (52nd),Actress -- Supporting Role,Mariel Hemingway,Manhattan {'Tracy'},NO
4074,1978 (51st),Actress -- Supporting Role,Dyan Cannon,Heaven Can Wait {'Julia Farnsworth'},NO
4075,1978 (51st),Actress -- Supporting Role,Penelope Milford,Coming Home {'Viola Munson'},NO
4077,1978 (51st),Actress -- Supporting Role,Maureen Stapleton,Interiors {'Pearl'},NO
4078,1978 (51st),Actress -- Supporting Role,Meryl Streep,The Deer Hunter {'Linda'},NO
4194,1977 (50th),Actress -- Supporting Role,Leslie Browne,The Turning Point {'Emilia Rodgers'},NO
4195,1977 (50th),Actress -- Supporting Role,Quinn Cummings,The Goodbye Girl {'Lucy McFadden'},NO
4196,1977 (50th),Actress -- Supporting Role,Melinda Dillon,Close Encounters of the Third Kind {'Jillian Guiler'},NO
4198,1977 (50th),Actress -- Supporting Role,Tuesday Weld,Looking for Mr. Goodbar {'Katherine Dunn'},NO
4319,1976 (49th),Actress -- Supporting Role,Jane Alexander,All the President's Men {'The Bookkeeper'},NO
4320,1976 (49th),Actress -- Supporting Role,Jodie Foster,Taxi Driver {'Iris'},NO
4321,1976 (49th),Actress -- Supporting Role,Lee Grant,Voyage of the Damned {'Lilian Rosen'},NO
4322,1976 (49th),Actress -- Supporting Role,Piper Laurie,Carrie {'Margaret White'},NO
4432,1975 (48th),Actress -- Supporting Role,Ronee Blakley,Nashville {'Barbara Jean'},NO
4434,1975 (48th),Actress -- Supporting Role,Sylvia Miles,"Farewell, My Lovely {'Mrs. Florian'}",NO
4435,1975 (48th),Actress -- Supporting Role,Lily Tomlin,Nashville {'Linnea Reese'},NO
4436,1975 (48th),Actress -- Supporting Role,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough {'Linda'},NO
4551,1974 (47th),Actress -- Supporting Role,Valentina Cortese,Day for Night {'Severine'},NO
4552,1974 (47th),Actress -- Supporting Role,Madeline Kahn,Blazing Saddles {'Lili Von Shtupp'},NO
4553,1974 (47th),Actress -- Supporting Role,Diane Ladd,Alice Doesn't Live Here Anymore {'Flo'},NO
4554,1974 (47th),Actress -- Supporting Role,Talia Shire,The Godfather Part II {'Connie Corleone'},NO
4665,1973 (46th),Actress -- Supporting Role,Linda Blair,The Exorcist {'Regan MacNeil'},NO
4666,1973 (46th),Actress -- Supporting Role,Candy Clark,American Graffiti {'Debbie'},NO
4667,1973 (46th),Actress -- Supporting Role,Madeline Kahn,Paper Moon {'Trixie Delight'},NO
4669,1973 (46th),Actress -- Supporting Role,Sylvia Sidney,"Summer Wishes, Winter Dreams {'Mrs. Pritchett'}",NO
4774,1972 (45th),Actress -- Supporting Role,Jeannie Berlin,The Heartbreak Kid {'Lila'},NO
4776,1972 (45th),Actress -- Supporting Role,Geraldine Page,Pete 'n' Tillie {'Gertrude'},NO
4777,1972 (45th),Actress -- Supporting Role,Susan Tyrrell,Fat City {'Oma'},NO
4778,1972 (45th),Actress -- Supporting Role,Shelley Winters,The Poseidon Adventure {'Belle Rosen'},NO
4888,1971 (44th),Actress -- Supporting Role,Ann-Margret,Carnal Knowledge {'Bobbie'},NO
4889,1971 (44th),Actress -- Supporting Role,Ellen Burstyn,The Last Picture Show {'Lois Farrow'},NO
4890,1971 (44th),Actress -- Supporting Role,Barbara Harris,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me? {'Allison'},NO
4892,1971 (44th),Actress -- Supporting Role,Margaret Leighton,The Go-Between {'Mrs. Maudsley'},NO
4998,1970 (43rd),Actress -- Supporting Role,Karen Black,Five Easy Pieces {'Rayette Dipesto'},NO
4999,1970 (43rd),Actress -- Supporting Role,Lee Grant,The Landlord {'Mrs. Enders'},NO
5001,1970 (43rd),Actress -- Supporting Role,Sally Kellerman,M*A*S*H {'Major Margaret 'Hot Lips' Houlihan'},NO
5002,1970 (43rd),Actress -- Supporting Role,Maureen Stapleton,Airport {'Inez Guerrero'},NO
5110,1969 (42nd),Actress -- Supporting Role,Catherine Burns,Last Summer {'Rhoda'},NO
5111,1969 (42nd),Actress -- Supporting Role,Dyan Cannon,Bob & Carol & Ted & Alice {'Alice Henderson'},NO
5113,1969 (42nd),Actress -- Supporting Role,Sylvia Miles,Midnight Cowboy {'Cass'},NO
5114,1969 (42nd),Actress -- Supporting Role,Susannah York,"They Shoot Horses, Don't They? {'Alice'}",NO
5222,1968 (41st),Actress -- Supporting Role,Lynn Carlin,Faces {'Maria Forst'},NO
5224,1968 (41st),Actress -- Supporting Role,Sondra Locke,The Heart Is a Lonely Hunter {'Mick Kelly'},NO
5225,1968 (41st),Actress -- Supporting Role,Kay Medford,Funny Girl {'Rose Brice'},NO
5226,1968 (41st),Actress -- Supporting Role,Estelle Parsons,"Rachel, Rachel {'Calla Mackie'}",NO
5342,1967 (40th),Actress -- Supporting Role,Carol Channing,Thoroughly Modern Millie {'Muzzy Van Hossmere'},NO
5343,1967 (40th),Actress -- Supporting Role,Mildred Natwick,Barefoot in the Park {'Mrs. Ethel Banks'},NO
5345,1967 (40th),Actress -- Supporting Role,Beah Richards,Guess Who's Coming to Dinner {'Mrs. Prentice'},NO
5346,1967 (40th),Actress -- Supporting Role,Katharine Ross,The Graduate {'Elaine Robinson'},NO
5456,1966 (39th),Actress -- Supporting Role,Wendy Hiller,A Man for All Seasons {'Alice More'},NO
5457,1966 (39th),Actress -- Supporting Role,Jocelyne Lagarde,Hawaii {'Malama'},NO
5458,1966 (39th),Actress -- Supporting Role,Vivien Merchant,Alfie {'Lily'},NO
5459,1966 (39th),Actress -- Supporting Role,Geraldine Page,You're a Big Boy Now {'Margary Chanticleer'},NO
5584,1965 (38th),Actress -- Supporting Role,Ruth Gordon,Inside Daisy Clover {'The Dealer'},NO
5585,1965 (38th),Actress -- Supporting Role,Joyce Redman,Othello {'Emilia'},NO
5586,1965 (38th),Actress -- Supporting Role,Maggie Smith,Othello {'Desdemona'},NO
5588,1965 (38th),Actress -- Supporting Role,Peggy Wood,The Sound of Music {'Mother Abbess'},NO
5711,1964 (37th),Actress -- Supporting Role,Gladys Cooper,My Fair Lady {'Mrs. Higgins'},NO
5712,1964 (37th),Actress -- Supporting Role,Dame Edith Evans,The Chalk Garden {'Mrs. St. Maugham'},NO
5713,1964 (37th),Actress -- Supporting Role,Grayson Hall,The Night of the Iguana {'Judith Fellowes'},NO
5715,1964 (37th),Actress -- Supporting Role,Agnes Moorehead,"Hush...Hush, Sweet Charlotte {'Velma Cruther'}",NO
5843,1963 (36th),Actress -- Supporting Role,Diane Cilento,Tom Jones {'Molly'},NO
5844,1963 (36th),Actress -- Supporting Role,Dame Edith Evans,Tom Jones {'Miss Western'},NO
5845,1963 (36th),Actress -- Supporting Role,Joyce Redman,Tom Jones {'Mrs. Waters'},NO
5847,1963 (36th),Actress -- Supporting Role,Lilia Skala,Lilies of the Field {'Mother Maria'},NO
5968,1962 (35th),Actress -- Supporting Role,Mary Badham,To Kill a Mockingbird {'Scout Finch'},NO
5970,1962 (35th),Actress -- Supporting Role,Shirley Knight,Sweet Bird of Youth {'Heavenly Finley'},NO
5971,1962 (35th),Actress -- Supporting Role,Angela Lansbury,The Manchurian Candidate {'Raymond's Mother'},NO
5972,1962 (35th),Actress -- Supporting Role,Thelma Ritter,Birdman of Alcatraz {'Elizabeth Stroud'},NO
6092,1961 (34th),Actress -- Supporting Role,Fay Bainter,The Children's Hour {'Mrs. Amelia Tilford'},NO
6093,1961 (34th),Actress -- Supporting Role,Judy Garland,Judgment at Nuremberg {'Irene Hoffman'},NO
6094,1961 (34th),Actress -- Supporting Role,Lotte Lenya,The Roman Spring of Mrs. Stone {'Countess Magda Terribili-Gonzales'},NO
6095,1961 (34th),Actress -- Supporting Role,Una Merkel,Summer and Smoke {'Mrs. Winemiller'},NO
6221,1960 (33rd),Actress -- Supporting Role,Glynis Johns,The Sundowners {'Mrs. Firth'},NO
6223,1960 (33rd),Actress -- Supporting Role,Shirley Knight,The Dark at the Top of the Stairs {'Reenie'},NO
6224,1960 (33rd),Actress -- Supporting Role,Janet Leigh,Psycho {'Marion Crane'},NO
6225,1960 (33rd),Actress -- Supporting Role,Mary Ure,Sons and Lovers {'Clara Dawes'},NO
6348,1959 (32nd),Actress -- Supporting Role,Hermione Baddeley,Room at the Top {'Elspeth'},NO
6349,1959 (32nd),Actress -- Supporting Role,Susan Kohner,Imitation of Life {'Sarah Jane (age 18)'},NO
6350,1959 (32nd),Actress -- Supporting Role,Juanita Moore,Imitation of Life {'Annie Johnson'},NO
6351,1959 (32nd),Actress -- Supporting Role,Thelma Ritter,Pillow Talk {'Alma'},NO
6474,1958 (31st),Actress -- Supporting Role,Peggy Cass,Auntie Mame {'Agnes Gooch'},NO
6476,1958 (31st),Actress -- Supporting Role,Martha Hyer,Some Came Running {'Gwen French'},NO
6477,1958 (31st),Actress -- Supporting Role,Maureen Stapleton,Lonelyhearts {'Fay Doyle'},NO
6478,1958 (31st),Actress -- Supporting Role,Cara Williams,The Defiant Ones {'The Woman'},NO
6589,1957 (30th),Actress -- Supporting Role,Carolyn Jones,The Bachelor Party {'The Existentialist'},NO
6590,1957 (30th),Actress -- Supporting Role,Elsa Lanchester,Witness for the Prosecution {'Miss Plimsoll'},NO
6591,1957 (30th),Actress -- Supporting Role,Hope Lange,Peyton Place {'Selena Cross'},NO
6593,1957 (30th),Actress -- Supporting Role,Diane Varsi,Peyton Place {'Allison MacKenzie'},NO
6695,1956 (29th),Actress -- Supporting Role,Mildred Dunnock,Baby Doll {'Aunt Rose Comfort'},NO
6696,1956 (29th),Actress -- Supporting Role,Eileen Heckart,The Bad Seed {'Mrs. Daigle'},NO
6697,1956 (29th),Actress -- Supporting Role,Mercedes McCambridge,Giant {'Luz Benedict'},NO
6698,1956 (29th),Actress -- Supporting Role,Patty McCormack,The Bad Seed {'Rhoda Penmark'},NO
6829,1955 (28th),Actress -- Supporting Role,Betsy Blair,Marty {'Clara Snyder'},NO
6830,1955 (28th),Actress -- Supporting Role,Peggy Lee,Pete Kelly's Blues {'Rose Hopkins'},NO
6831,1955 (28th),Actress -- Supporting Role,Marisa Pavan,The Rose Tattoo {'Rosa Della Rose'},NO
6833,1955 (28th),Actress -- Supporting Role,Natalie Wood,Rebel without a Cause {'Judy'},NO
6961,1954 (27th),Actress -- Supporting Role,Nina Foch,Executive Suite {'Erica Martin'},NO
6962,1954 (27th),Actress -- Supporting Role,Katy Jurado,Broken Lance {'Senora Devereaux'},NO
6964,1954 (27th),Actress -- Supporting Role,Jan Sterling,The High and the Mighty {'Sally McKee'},NO
6965,1954 (27th),Actress -- Supporting Role,Claire Trevor,The High and the Mighty {'Mary Holst'},NO
7102,1953 (26th),Actress -- Supporting Role,Grace Kelly,Mogambo {'Linda Nordley'},NO
7103,1953 (26th),Actress -- Supporting Role,Geraldine Page,Hondo {'Angie Lowe'},NO
7104,1953 (26th),Actress -- Supporting Role,Marjorie Rambeau,Torch Song {'Mrs. Stewart'},NO
7106,1953 (26th),Actress -- Supporting Role,Thelma Ritter,Pickup on South Street {'Moe'},NO
7238,1952 (25th),Actress -- Supporting Role,Jean Hagen,Singin' in the Rain {'Lina Lamont'},NO
7239,1952 (25th),Actress -- Supporting Role,Colette Marchand,Moulin Rouge {'Marie Charlet'},NO
7240,1952 (25th),Actress -- Supporting Role,Terry Moore,"Come Back, Little Sheba {'Marie Loring'}",NO
7241,1952 (25th),Actress -- Supporting Role,Thelma Ritter,With a Song in My Heart {'Clancy'},NO
7375,1951 (24th),Actress -- Supporting Role,Joan Blondell,The Blue Veil {'Annie Rawlins'},NO
7376,1951 (24th),Actress -- Supporting Role,Mildred Dunnock,Death of a Salesman {'Linda Loman'},NO
7377,1951 (24th),Actress -- Supporting Role,Lee Grant,Detective Story {'A Shoplifter'},NO
7379,1951 (24th),Actress -- Supporting Role,Thelma Ritter,The Mating Season {'Ellen McNulty'},NO
7502,1950 (23rd),Actress -- Supporting Role,Hope Emerson,Caged {'Evelyn Harper'},NO
7503,1950 (23rd),Actress -- Supporting Role,Celeste Holm,All about Eve {'Karen Richards'},NO
7505,1950 (23rd),Actress -- Supporting Role,Nancy Olson,Sunset Blvd. {'Betty Schaefer'},NO
7506,1950 (23rd),Actress -- Supporting Role,Thelma Ritter,All about Eve {'Birdie'},NO
7618,1949 (22nd),Actress -- Supporting Role,Ethel Barrymore,Pinky {'Miss Em'},NO
7619,1949 (22nd),Actress -- Supporting Role,Celeste Holm,Come to the Stable {'Sister Scholastica'},NO
7620,1949 (22nd),Actress -- Supporting Role,Elsa Lanchester,Come to the Stable {'Miss Potts'},NO
7622,1949 (22nd),Actress -- Supporting Role,Ethel Waters,Pinky {'Granny'},NO
7740,1948 (21st),Actress -- Supporting Role,Barbara Bel Geddes,I Remember Mama {'Katrin'},NO
7741,1948 (21st),Actress -- Supporting Role,Ellen Corby,I Remember Mama {'Aunt Trina'},NO
7742,1948 (21st),Actress -- Supporting Role,Agnes Moorehead,Johnny Belinda {'Aggie McDonald'},NO
7743,1948 (21st),Actress -- Supporting Role,Jean Simmons,Hamlet {'Ophelia'},NO
7855,1947 (20th),Actress -- Supporting Role,Ethel Barrymore,The Paradine Case {'Lady Sophie Horfield'},NO
7856,1947 (20th),Actress -- Supporting Role,Gloria Grahame,Crossfire {'Ginny Tremaine'},NO
7858,1947 (20th),Actress -- Supporting Role,Marjorie Main,The Egg and I {'Ma Kettle'},NO
7859,1947 (20th),Actress -- Supporting Role,Anne Revere,Gentleman's Agreement {'Mrs. Green'},NO
7969,1946 (19th),Actress -- Supporting Role,Ethel Barrymore,The Spiral Staircase {'Mrs. Warren'},NO
7971,1946 (19th),Actress -- Supporting Role,Lillian Gish,Duel in the Sun {'Belle McCanles'},NO
7972,1946 (19th),Actress -- Supporting Role,Flora Robson,Saratoga Trunk {'Angelique Buiton'},NO
7973,1946 (19th),Actress -- Supporting Role,Gale Sondergaard,Anna and the King of Siam {'Lady Thiang'},NO
8084,1945 (18th),Actress -- Supporting Role,Eve Arden,Mildred Pierce {'Ida'},NO
8085,1945 (18th),Actress -- Supporting Role,Ann Blyth,Mildred Pierce {'Veda Pierce'},NO
8086,1945 (18th),Actress -- Supporting Role,Angela Lansbury,The Picture of Dorian Gray {'Sibyl Vane'},NO
8087,1945 (18th),Actress -- Supporting Role,Joan Lorring,The Corn Is Green {'Bessie Watty'},NO
8248,1944 (17th),Actress -- Supporting Role,Jennifer Jones,Since You Went Away {'Jane Hilton'},NO
8249,1944 (17th),Actress -- Supporting Role,Angela Lansbury,Gaslight {'Nancy Oliver'},NO
8250,1944 (17th),Actress -- Supporting Role,Aline MacMahon,Dragon Seed {'Ling's Wife'},NO
8251,1944 (17th),Actress -- Supporting Role,Agnes Moorehead,Mrs. Parkington {'Aspacia Conti'},NO
8428,1943 (16th),Actress -- Supporting Role,Gladys Cooper,The Song of Bernadette {'Sister Vauzous'},NO
8429,1943 (16th),Actress -- Supporting Role,Paulette Goddard,So Proudly We Hail! {'Lieutenant Joan O'Doul'},NO
8431,1943 (16th),Actress -- Supporting Role,Anne Revere,The Song of Bernadette {'Louise Soubirous'},NO
8432,1943 (16th),Actress -- Supporting Role,Lucile Watson,Watch on the Rhine {'Fanny Farrelly'},NO
8616,1942 (15th),Actress -- Supporting Role,Gladys Cooper,"Now, Voyager {'Mrs. Vale'}",NO
8617,1942 (15th),Actress -- Supporting Role,Agnes Moorehead,The Magnificent Ambersons {'Fanny Minafer'},NO
8618,1942 (15th),Actress -- Supporting Role,Susan Peters,Random Harvest {'Kitty'},NO
8619,1942 (15th),Actress -- Supporting Role,Dame May Whitty,Mrs. Miniver {'Lady Beldon'},NO
8806,1941 (14th),Actress -- Supporting Role,Sara Allgood,How Green Was My Valley {'Mrs. Morgan'},NO
8808,1941 (14th),Actress -- Supporting Role,Patricia Collinge,The Little Foxes {'Birdie Hubbard'},NO
8809,1941 (14th),Actress -- Supporting Role,Teresa Wright,The Little Foxes {'Alexandra Giddens'},NO
8810,1941 (14th),Actress -- Supporting Role,Margaret Wycherly,Sergeant York {'Mother York'},NO
8998,1940 (13th),Actress -- Supporting Role,Judith Anderson,Rebecca {'Mrs. Danvers'},NO
9000,1940 (13th),Actress -- Supporting Role,Ruth Hussey,The Philadelphia Story {'Liz Imbrie'},NO
9001,1940 (13th),Actress -- Supporting Role,Barbara O'Neil,"All This, and Heaven Too {'Duchesse de Praslin'}",NO
9002,1940 (13th),Actress -- Supporting Role,Marjorie Rambeau,Primrose Path {'Mamie Adams'},NO
9160,1939 (12th),Actress -- Supporting Role,Olivia de Havilland,Gone with the Wind {'Melanie Hamilton'},NO
9161,1939 (12th),Actress -- Supporting Role,Geraldine Fitzgerald,Wuthering Heights {'Isabella'},NO
9163,1939 (12th),Actress -- Supporting Role,Edna May Oliver,Drums along the Mohawk {'Sarah McKlennar'},NO
9164,1939 (12th),Actress -- Supporting Role,Maria Ouspenskaya,"Love Affair {'Grandmother, Mme. Marnay'}",NO
9314,1938 (11th),Actress -- Supporting Role,Beulah Bondi,Of Human Hearts {'Mary Wilkins'},NO
9315,1938 (11th),Actress -- Supporting Role,Billie Burke,Merrily We Live {'Mrs. Emily Kilbourne'},NO
9316,1938 (11th),Actress -- Supporting Role,Spring Byington,You Can't Take It with You {'Penny Sycamore'},NO
9317,1938 (11th),Actress -- Supporting Role,Miliza Korjus,The Great Waltz {'Carla Donner'},NO
9459,1937 (10th),Actress -- Supporting Role,Andrea Leeds,Stage Door {'Kaye Hamilton'},NO
9460,1937 (10th),Actress -- Supporting Role,Anne Shirley,Stella Dallas {'Laurel Dallas'},NO
9461,1937 (10th),Actress -- Supporting Role,Claire Trevor,Dead End {'Francie'},NO
9462,1937 (10th),Actress -- Supporting Role,Dame May Whitty,Night Must Fall {'Mrs. Bramson'},NO
9593,1936 (9th),Actress -- Supporting Role,Beulah Bondi,The Gorgeous Hussy {'Rachel Jackson'},NO
9594,1936 (9th),Actress -- Supporting Role,Alice Brady,My Man Godfrey {'Angelica Bullock'},NO
9595,1936 (9th),Actress -- Supporting Role,Bonita Granville,These Three {'Mary Tilford'},NO
9596,1936 (9th),Actress -- Supporting Role,Maria Ouspenskaya,Dodsworth {'Baroness von Obersdorf'},NO
